0.01,13.1983377156577
0.02,13.393302121026109
0.03,13.58482100701136
0.04,13.772823391519047
0.05,13.957239547283823
0.06,14.138001029212248
0.07,14.315040701228053
0.08,14.488292762609046
0.09,14.657692773805262
0.1,14.823177681728028
0.11,14.984685844499896
0.12,15.142157055655588
0.13,15.29553256778432
0.14,15.444755115604078
0.15,15.589768938458707
0.16,15.730519802228773
0.17,15.866955020647548
0.18,15.99902347601361
0.19,16.12667563929177
0.2,16.24986358959438
0.21,16.36854103303523
0.22,16.482663320948507
0.23,16.592187467465607
0.24,16.69707216644275
0.25,16.797277807732705
0.26,16.892766492794056
0.27,16.983502049631902
0.28,17.069450047063945
0.29,17.150577808306327
0.3,17.226854423873775
0.31,17.298250763788936
0.32,17.364739489096017
0.33,17.426295062674132
0.34,17.482893759346073
0.35000000000000003,17.534513675278436
0.36,17.581134736669377
0.37,17.622738707720515
0.38,17.659309197889815
0.39,17.690831668422522
0.4,17.71729343815759
0.41000000000000003,17.73868368860723
0.42,17.75499346830757
0.43,17.766215696438703
0.44,17.7723451657126
0.45,17.773378544527844
0.46,17.7693143783902
0.47000000000000003,17.760153090598497
0.48,17.745896982195568
0.49,17.726550231184177
0.5,17.70211889100832
0.51,17.672610888300383
0.52,17.638036019895218
0.53,17.598405949112067
0.54,17.553734201306057
0.55,17.50403615869081
0.56,17.44932905443438
0.5700000000000001,17.389631966030738
0.58,17.324965807949496
0.59,17.25535332356674
0.6,17.180819076380214
0.61,17.1013894405123
0.62,17.017092590504564
0.63,16.927958490407967
0.64,16.834018882172963
0.65,16.735307273344205
0.66,16.63185892406469
0.67,16.523710833394457
0.68,16.41090172494936
0.6900000000000001,16.293472031865548
0.7000000000000001,16.17146388109565
0.71,16.044921077042893
0.72,15.913889084539619
0.73,15.778415011177039
0.74,15.638547588993159
0.75,15.494337155526182
0.76,15.345835634240931
0.77,15.193096514336005
0.78,15.036174829939775
0.79,14.875127138703398
0.8,14.710011499799396
0.81,14.540887451334541
0.8200000000000001,14.367815987185988
0.8300000000000001,14.190859533269876
0.84,14.010081923251844
0.85,13.82554837370904
0.86,13.63732545875358
0.87,13.445481084127458
0.88,13.250084460779245
0.89,13.051206077933047
0.9,12.848917675660434
0.91,12.643292216966227
0.92,12.434403859399216
0.93,12.222327926199128
0.9400000000000001,12.007140876991244
0.9500000000000001,11.78892027804037
0.96,11.567744772075917
0.97,11.343694047700106
0.98,11.11684880839146
0.99,10.887290741115855
1.0,10.65510248455763
1.01,10.42036759698335
1.02,10.183170523751006
1.03,9.943596564477534
1.04,9.701731839877702
1.05,9.457663258287528
1.06,9.211478481885544
1.07,8.963265892625264
1.08,8.713114557892455
1.09,8.461114195900787
1.1,8.207355140839649
1.11,7.9519283077879015
1.12,7.6949251574075905
1.1300000000000001,7.436437660431551
1.1400000000000001,7.1765582619590305
1.1500000000000001,6.915379845573536
1.16,6.6529956972970945
1.17,6.389499469395244
1.18,6.1249851440471925
1.19,5.859546996895446
1.2,5.593279560489461
1.21,5.326277587637794
1.22,5.058636014683288
1.23,4.790449924715887
1.24,4.521814510737647
1.25,4.252825038794588
1.26,3.9835768110899856
1.27,3.7141651290937476
1.28,3.4446852566625132
1.29,3.1752323831850946
1.3,2.905901586767868
1.31,2.6367877974747467
1.32,2.367985760636259
1.33,2.0995900002423467
1.34,1.831694782433332
1.35,1.5643940791035655
1.36,1.2977815316321788
1.37,1.0319504147552978
1.3800000000000001,0.7669936005940596
1.3900000000000001,0.5030035228526621
1.4000000000000001,0.24007214120065878
1.41,-0.02170909414640798
1.42,-0.2822492776340244
1.43,-0.5414580833493448
1.44,-0.7992457997617253
1.45,-1.0555233642092818
1.46,-1.3102023971178882
1.47,-1.563195235939034
1.48,-1.8144149687931201
1.49,-2.063775467804871
1.5,-2.3111914221176892
1.51,-2.5565783705738663
1.52,-2.7998527340477377
1.53,-3.0409318474189964
1.54,-3.2797339911735124
1.55,-3.5161784226191664
1.56,-3.7501854067043654
1.57,-3.98167624642706
1.58,-4.210573312822234
1.59,-4.4368000745160465
1.6,-4.660281126834926
1.61,-4.880942220458153
1.62,-5.098710289602596
1.6300000000000001,-5.313513479728487
1.6400000000000001,-5.52528117475532
1.6500000000000001,-5.733944023777125
1.6600000000000001,-5.939433967266568
1.67,-6.1416842627576
1.68,-6.340629509996489
1.69,-6.536205675551332
1.7,-6.728350116870395
1.71,-6.917001605779779
1.72,-7.102100351411188
1.73,-7.283588022550761
1.74,-7.461407769400216
1.75,-7.635504244741739
1.76,-7.805823624498321
1.77,-7.97231362768145
1.78,-8.134923535718395
1.79,-8.293604211151425
1.8,-8.448308115701746
1.81,-8.598989327690978
1.82,-8.74560355881346
1.83,-8.888108170252778
1.84,-9.026462188136232
1.85,-9.160626318321262
1.86,-9.290562960508021
1.87,-9.416236221672651
1.8800000000000001,-9.537611928816052
1.8900000000000001,-9.654657641023144
1.9000000000000001,-9.767342660828078
1.9100000000000001,-9.875638044880873
1.92,-9.979516613911484
1.93,-10.0789529619874
1.94,-10.173923465061298
1.95,-10.26440628880544
1.96,-10.350381395729855
1.97,-10.43183055158165
1.98,-10.508737331023008
1.99,-10.581087122585807
2.0,-10.648867132900985
2.0100000000000002,-10.712066390201192
2.02,-10.770675747095412
2.0300000000000002,-10.824687882614684
2.04,-10.874097303528186
2.05,-10.918900344929389
2.06,-10.959095170092171
2.07,-10.994681769597085
2.08,-11.025661959728358
2.09,-11.052039380142375
2.1,-11.07381949080873
2.11,-11.091009568225275
2.12,-11.103618700908813
2.13,-11.111657784163377
2.14,-11.115139514128403
2.15,-11.114078381109282
2.16,-11.10849066219315
2.17,-11.098394413153027
2.18,-11.083809459643668
2.19,-11.064757387692874
2.2,-11.041261533492127
2.21,-11.013346972490917
2.22,-10.98104050779912
2.23,-10.944370657902397
2.24,-10.903367643695535
2.25,-10.858063374839185
2.2600000000000002,-10.808491435445507
2.27,-10.754687069098715
2.2800000000000002,-10.696687163216545
2.29,-10.634530232759191
2.3000000000000003,-10.568256403292242
2.31,-10.497907393410653
2.32,-10.42352649653088
2.33,-10.345158562058625
2.34,-10.262849975939886
2.35,-10.176648640603222
2.36,-10.086603954301435
2.37,-9.992766789861028
2.38,-9.895189472848184
2.39,-9.79392575916002
2.4,-9.689030812050365
2.41,-9.580561178599261
